Income,Customer_Age,Total_Spending,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
0.23406269784304798,0.9864429275434143,1.6754881225754505,0.978225746641053,1.5494294607491532,1.6902268324280458,2.4545676689527163,1.484826962535446,0.8500305715204762,0.3517134788948544,1.4285533225039493,2.5047121601864135,-0.5541428908165424,0.6932319721778877
-0.2345594797705348,1.2368007416347566,-0.9623583186811777,-0.8720238315063951,-0.637327818349774,-0.717986119716739,-0.6510378694670405,-0.6338801823601496,-0.7328672796198972,-0.16823119704310258,-1.125881160341153,-0.5710823920429956,-1.1695178074035923,-0.1315744978066488
0.7694776413179528,0.3188220899665018,0.2802498476717874,0.3585107437038469,0.5691589563254963,-0.17836803229170384,1.3402033286962154,-0.14682106859104713,-0.03793651570461131,-0.6881758729810595,1.4285533225039493,-0.22932744179528344,1.2919818589446075,-0.543977732798917
-1.0172387789593047,-1.2667773992786657,-0.9192237227864153,-0.8720238315063951,-0.5619223949325696,-0.6555509691055779,-0.5048917264825813,-0.5851742709832394,-0.7521709119508774,-0.16823119704310258,-0.7609619485061384,-0.9128373422907077,-0.5541428908165424,0.28082873718561946
0.24022145971604317,-1.0164195851873234,-0.307044265664594,-0.3916705756411922,0.41834810949108747,-0.21850491482745024,0.15276591694748493,-0.0007033344603164034,-0.5591345886410758,1.3916028307707684,0.3337956869989054,0.1124275084524287,0.0612320257705075,-0.1315744978066488
0.4078987184517833,0.15191688057227362,0.18070847253002784,0.6372342378478535,0.39321296835201935,-0.30769798712910895,-0.6875744052131553,0.3645910008665104,-0.5784382209720559,-0.16823119704310258,0.69871489883392,0.45418245870014085,1.2919818589446075,0.28082873718561946
0.1346086270810675,-0.18189353821618268,-0.028328415267667238,-0.20783167524833676,0.9713212145505863,-0.01336084853363524,0.22583898843971448,0.5350616906856963,-0.32749100066931375,0.8716581548328114,1.0636341106689347,0.1124275084524287,0.36891948406403247,0.28082873718561946
-0.7467300639183287,-1.3502300039757797,-0.7267770641790134,-0.6792895004493692,-0.4111115480981608,-0.4950034389625922,-0.632769601593983,-0.6338801823601496,-0.40470552999323445,-0.16823119704310258,-0.031123524836109216,-0.9128373422907077,-0.5541428908165424,1.1056352071701558
-0.8700245032209357,-0.43225135230752487,-0.9308368832196205,-0.8631284008422246,-0.6624629594888422,-0.6377123546452461,-0.632769601593983,-0.5851742709832394,-0.8100818089438179,-0.6881758729810595,-0.39604273667112383,-0.9128373422907077,-1.1695178074035923,1.5180384421624242
-1.851572209986099,1.570611160423213,-0.9258598144625325,-0.821616391076096,-0.6624629594888422,-0.717986119716739,-0.6693061373400978,-0.6338801823601496,-0.5977418533030361,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-1.7848927239906425,6.054474027077375
-1.7779849390906983,-0.599156561701753,-0.9059515394341806,-0.8868495492800124,-0.26030070126375204,-0.6956878516413243,-0.4866234586095239,-0.6338801823601496,-0.5398309563100956,-0.6881758729810595,-0.7609619485061384,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
0.42856037118699297,0.8195377181491862,0.8210913192753476,-0.3294025609919992,0.8707806499943137,1.3958896938325722,3.4227858662247583,2.069297899058369,-0.2695801036763733,-0.6881758729810595,-0.39604273667112383,0.45418245870014085,0.6766069423575575,-1.3687842027834536
0.2823791780853845,1.4037059510289847,-0.4928548325958785,-0.2137619623577837,-0.6121926772107058,-0.508382399807841,-0.632769601593983,-0.5364683596063291,-0.5784382209720559,0.3517134788948544,0.69871489883392,-0.5710823920429956,-0.24645543252301746,0.28082873718561946
-1.3876783721330739,-1.5171352133700078,-0.9308368832196205,-0.8957449799441828,-0.3105709835418883,-0.6689299299508267,-0.5779647979748108,-0.6338801823601496,-0.7521709119508774,-0.6881758729810595,-1.125881160341153,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
1.213981312757935,1.9044215792116692,1.174463201028594,2.0782940054434618,-0.10948985442934325,-0.23188387567269905,0.390253399297231,0.9977678487663436,0.01997438128832918,-0.6881758729810595,1.0636341106689347,1.137692359195565,1.9073567755316574,-0.9563809677911853
-0.4131238401398277,-0.9329669804902093,-0.8478857372681543,-0.7474878022080091,-0.5367872537935015,-0.6600106227206608,-0.6510378694670405,-0.34164471409868813,-0.7714745442818576,0.3517134788948544,-0.39604273667112383,-0.9128373422907077,-0.8618303491100674,1.1056352071701558
-0.5756356856917655,1.9044215792116692,-0.4812416721626732,-0.6555683520115814,-0.5367872537935015,-0.575277204034085,2.052665775745454,-0.36599766978714326,-0.3081873683383336,-0.16823119704310258,-0.031123524836109216,-0.5710823920429956,0.0612320257705075,0.6932319721778877
0.9833257471273731,1.654063765120327,1.949226904215289,2.0960848667718026,1.3483483316366083,1.4761634589040649,-0.6875744052131553,-0.2685858470333228,2.548750216646731,-0.16823119704310258,2.523310958008993,0.45418245870014085,0.9842944006510824,-0.1315744978066488
